Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
lakhmess,لخمـــــــاس,0.00398562,15,0.023185,1.32523,0.0460836,0.157284,0.043072,0.106556,1.32775,0.27624,1.90661,2.94343,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-10-22 00:00:00
rmil,الرميـــــــل,0.0018279,16,0.0,0.4378,0.0510344,0.120413,0.004274,0.013207,0.723468,0.850049,1.07988,0.956,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-10-22 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.004,21.8028,0.0698668,0.0969024,0.088,0.208,2.41773,2.38292,4.24541,29.5887,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-10-22 00:00:00
rmel,الرمــــــل,0.00360528,18,0.0,0.963022,0.110836,0.337867,0.0,0.0,2.57069,0.338839,2.64314,2.28492,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-10-22 00:00:00
nebhana,نبهانــــــة,0.00312422,19,0.0,1.8917,0.0359005,0.0783015,0.0,0.0,1.78512,1.72022,4.28765,7.4414,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-10-22 00:00:00
sidisaad,سيدي سعـــد,0.0232411,20,0.003969,30.6007,0.342956,1.02762,0.246403,0.775266,6.53909,17.8022,13.6847,58.4893,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-10-22 00:00:00
elhaouareb,هـــــــوارب,0.0044697,21,0.0,0.300336,0.0898406,0.257901,0.0,0.0,1.95427,5.27843,4.48694,2.78138,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-10-22 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,2.02419,0.00152921,0.0932946,0.0,0.0,2.991,0.146535,3.78565,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-10-22 00:00:00
sidiach,سيدي يعيــــش,0.00207,23,0.0,1.337,0.412714,0.54412,0.182,0.202,0.338246,0.0,1.21395,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-10-22 00:00:00
elbrek,البــــــــرك,0.0010542,24,0.0,0.129,0.267602,0.567813,0.0,0.0,0.0879396,0.414845,0.939452,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-10-22 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,0.628,0.0628559,0.0876606,0.028,0.221,0.586856,0.189352,0.618907,1.414,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-10-22 00:00:00
chiba,شيبـــــــة,0.000635093,26,0.0,0.17392,0.00516642,0.00738703,0.0,0.0,0.681612,0.0408057,0.871732,0.30604,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-10-22 00:00:00
masri,مصــــــري,0.00549801,27,0.0042,4.71608,0.0515548,0.198408,0.0128,0.085009,0.49713,0.244249,0.610692,4.95649,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-10-22 00:00:00
lebna,لبنــــــــة,0.0,28,0.006,4.74122,0.101128,0.267972,0.15135,0.45175,1.24196,0.589383,1.38595,12.2661,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-10-22 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.812245,0.0135598,0.0166352,0.0,0.0,0.365702,0.0160534,0.434537,0.722715,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-10-22 00:00:00
abid,العبيـــــــد,0.0,30,0.0,0.882599,0.0195119,0.0336947,0.0,0.07006,0.293536,0.187225,0.427305,4.09794,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-10-22 00:00:00
mellegue,مـــــلاق,0.0241986,1,0.005,7.65592,1.15789,2.64931,0.21,1.41,27.0013,20.1187,49.5887,17.4556,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-10-21 00:00:00
sarrat,سراط,0.0,36,0.016534,4.63142,0.101911,1.22451,0.112936,1.9331,1.846,,3.94052,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-10-21 00:00:00
benmetir,بنيمطيــر,0.0,2,0.02246,8.24,0.0,0.0,0.47166,1.20397,0.711708,0.164751,0.694796,21.2056,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-10-21 00:00:00
kasseb,كســاب,0.0,3,0.0864,20.5313,0.0736754,0.269946,1.8144,4.4064,1.04343,0.403889,1.01642,33.0712,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-10-21 00:00:00
barbara,بربرة,0.0325455,4,0.190203,30.7497,0.683201,1.1612,3.99588,9.70532,1.20732,1.33955,1.2803,46.5404,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-10-21 00:00:00
sidisalem,سيدي ســــالم,0.0118036,5,0.34526,91.4139,0.712545,1.22156,11.9871,35.2921,14.345,13.2799,22.0056,255.008,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-10-21 00:00:00
bouheurtma,بو هرتمـــــه,0.0452211,6,0.25032,17.2246,0.759668,1.49151,4.29709,10.9943,1.48696,1.25507,2.21536,22.3704,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-10-21 00:00:00
joumine,جوميــــــن,0.0,7,0.098239,25.4525,0.127006,0.289937,2.12262,5.6611,1.0414,0.627294,1.36491,27.1503,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-10-21 00:00:00
ghezala,غزالـــــــة,0.00151664,8,0.0067,3.9575,0.0277601,0.0469745,0.1112,0.6351,0.175368,0.16859,0.224521,4.77642,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-10-21 00:00:00
melah,المالح,0.0011005,33,0.0,2.8854,0.0959212,0.13331,0.0,0.0,1.49,0.0024611,1.25935,11.508,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-10-21 00:00:00
tine,الطين,0.00227124,34,0.0,3.5026,0.0710444,0.19103,0.0,0.0,1.37,,1.60806,8.936,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-10-21 00:00:00
sejnane,سجنــــــان,0.109422,9,0.738168,89.2597,2.45583,5.856,15.5199,37.422,2.05561,9.39418,2.61891,88.1922,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-10-21 00:00:00
zarga,الزرقة,0.0,10,0.0367,10.82,0.0962643,0.145457,0.5692,1.9784,0.36,0.0786707,0.293871,14.021,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-10-21 00:00:00
kebir,الكبير,0.00248605,31,0.0,5.7644,0.0824776,0.12014,0.0,0.0,2.90368,0.284251,2.47654,5.8784,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-10-21 00:00:00
moula,المولى,0.0,32,0.0,24.9431,0.0828942,0.162115,0.0,0.0,3.39911,0.337303,2.6733,25.0006,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-10-21 00:00:00
selbarrak,سيدي البــــراق,0.0489026,11,0.62187,168.341,3.64441,4.70088,12.6338,31.1024,6.19394,5.57951,5.60258,180.804,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-10-21 00:00:00
ziatine,الزياتين,0.0164697,12,0.0577202,16.054,0.264643,0.559671,1.18698,2.71174,1.9,0.741574,1.6871,20.69,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-10-21 00:00:00
gamgoum,القمقوم,0.00409596,13,0.0,16.9031,0.113082,0.212713,0.0,0.0088,0.01595,0.184762,0.158079,16.8339,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-10-21 00:00:00
harka,الحركة,0.0,35,0.0,26.4686,0.29777,0.52074,0.0,0.0,1.31,,1.62742,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-10-21 00:00:00
siliana,سليانـــــــة,0.00763165,14,0.0,1.72622,0.172147,0.508968,0.0,0.0,2.48352,4.63428,5.4458,7.63778,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-10-21 00:00:00
lakhmess,لخمـــــــاس,0.00176131,15,9.1e-05,1.34629,0.042098,0.153298,0.019887,0.083371,1.32775,0.273875,1.86378,2.96222,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-10-21 00:00:00
rmil,الرميـــــــل,0.00155371,16,0.0,0.4378,0.0492065,0.118585,0.004274,0.013207,0.723468,0.848371,1.05655,0.9595,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-10-21 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.004,21.8524,0.0698668,0.0969024,0.084,0.204,2.41773,2.38292,4.16742,29.6472,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-10-21 00:00:00
rmel,الرمــــــل,0.00397088,18,0.0,0.963022,0.107231,0.334262,0.0,0.0,2.57069,0.328299,2.56021,2.28492,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-10-21 00:00:00
nebhana,نبهانــــــة,0.0,19,0.0,1.8917,0.0327763,0.0751773,0.0,0.0,1.78512,1.72022,4.23006,7.4718,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-10-21 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.002545,30.6007,0.319715,1.00438,0.242434,0.771297,6.53909,17.8022,13.4737,58.5888,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-10-21 00:00:00
elhaouareb,هـــــــوارب,0.00402273,21,0.0,0.300336,0.0853709,0.253432,0.0,0.0,1.95427,5.27843,4.4239,2.84385,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-10-21 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,2.02817,0.00152921,0.0932946,0.0,0.0,2.991,0.145593,3.68916,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-10-21 00:00:00
sidiach,سيدي يعيــــش,0.00181125,23,0.0,1.337,0.410644,0.54205,0.182,0.202,0.338246,0.0,1.20304,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-10-21 00:00:00
elbrek,البــــــــرك,0.0010542,24,0.0,0.129,0.266548,0.566758,0.0,0.0,0.0879396,0.413566,0.936613,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-10-21 00:00:00
bezirk,بزيـــــــغ,0.000299835,25,0.0,0.6312,0.0628559,0.0876606,0.028,0.221,0.586856,0.189352,0.599976,1.4284,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-10-21 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.17392,0.00453133,0.00675194,0.0,0.0,0.681612,0.0408057,0.849745,0.33016,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-10-21 00:00:00
masri,مصــــــري,0.00138275,27,0.0,4.68594,0.0460568,0.19291,0.0086,0.080809,0.49713,0.242461,0.594656,4.97225,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-10-21 00:00:00
lebna,لبنــــــــة,0.0113366,28,0.007,4.75936,0.101128,0.267972,0.14535,0.44575,1.24196,0.589383,1.34589,12.3155,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-10-21 00:00:00
hma,الحمـــــى,0.000831693,29,0.0,0.815588,0.0135598,0.0166352,0.0,0.0,0.365702,0.0160534,0.42274,0.728727,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-10-21 00:00:00
abid,العبيـــــــد,0.000620318,30,0.0,0.885837,0.0195119,0.0336947,0.0,0.07006,0.293536,0.187225,0.417836,4.11317,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-10-21 00:00:00
mellegue,مـــــلاق,0.0240631,1,0.005,7.63846,1.13369,2.62511,0.205,1.405,27.0013,20.1187,48.7177,17.7501,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-10-20 00:00:00
sarrat,سراط,0.0,36,0.009821,4.65099,0.101911,1.22451,0.096402,1.91657,1.846,,3.88097,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-10-20 00:00:00
benmetir,بنيمطيــر,0.0,2,0.02246,8.30216,0.0,0.0,0.4492,1.18151,0.711708,0.164751,0.671837,21.3162,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-10-20 00:00:00
kasseb,كســاب,0.0,3,0.0864,20.6236,0.0736754,0.269946,1.728,4.32,1.04343,0.401551,0.982759,33.1742,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-10-20 00:00:00
barbara,بربرة,0.00710812,4,0.190163,30.9167,0.650655,1.12866,3.80568,9.51511,1.20732,1.33955,1.24136,46.6345,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-10-20 00:00:00
sidisalem,سيدي ســــالم,0.104539,5,0.44066,91.7744,0.700741,1.20975,11.6418,34.9469,14.345,13.1053,21.5428,255.859,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-10-20 00:00:00
bouheurtma,بو هرتمـــــه,0.0530974,6,0.2294,17.254,0.714447,1.44629,4.04677,10.744,1.48696,1.2246,2.1674,22.5406,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-10-20 00:00:00
joumine,جوميــــــن,0.000420456,7,0.097834,25.5834,0.127006,0.289937,2.02438,5.56286,1.0414,0.627294,1.33131,27.2041,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-10-20 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0,3.96431,0.0262435,0.0454579,0.1045,0.6284,0.175368,0.166182,0.218864,4.7838,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-10-20 00:00:00
melah,المالح,0.00107986,33,0.0,2.8854,0.0948207,0.132209,0.0,0.0,1.49,0.0024611,1.21129,11.532,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-10-20 00:00:00
tine,الطين,0.0,34,0.0,3.5026,0.0687732,0.188759,0.0,0.0,1.37,,1.56387,8.9587,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-10-20 00:00:00
sejnane,سجنــــــان,0.1191,9,0.737818,89.2597,2.34641,5.74658,14.7817,36.6838,2.05561,9.24863,2.5526,88.3701,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-10-20 00:00:00
zarga,الزرقة,0.0,10,0.0157,10.86,0.0962643,0.145457,0.5325,1.9417,0.36,0.0786707,0.282258,14.06,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-10-20 00:00:00
kebir,الكبير,0.00223744,31,0.0,5.7644,0.0799915,0.117654,0.0,0.0,2.90368,0.284251,2.38287,5.886,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-10-20 00:00:00
moula,المولى,0.0030091,32,0.0,24.9575,0.0828942,0.162115,0.0,0.0,3.39911,0.337303,2.56365,25.015,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-10-20 00:00:00
selbarrak,سيدي البــــراق,0.0553206,11,0.621685,168.982,3.59551,4.65198,12.0119,30.4805,6.19394,5.57951,5.40278,181.464,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-10-20 00:00:00
ziatine,الزياتين,0.0066011,12,0.0478402,16.1028,0.248173,0.543201,1.12926,2.65402,1.9,0.741574,1.62581,20.7144,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-10-20 00:00:00
gamgoum,القمقوم,0.0,13,0.0,16.9031,0.108986,0.208617,0.0,0.0088,0.01595,0.184762,0.157564,16.8477,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-10-20 00:00:00
harka,الحركة,0.0143828,35,0.0,26.5088,0.29777,0.52074,0.0,0.0,1.31,,1.58516,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-10-20 00:00:00
siliana,سليانـــــــة,0.00675108,14,0.0,1.72622,0.164516,0.501337,0.0,0.0,2.48352,4.63428,5.36569,7.72974,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-10-20 00:00:00
lakhmess,لخمـــــــاس,0.0015033,15,9.5e-05,1.34629,0.0403367,0.151537,0.019796,0.08328,1.32775,0.270355,1.82095,2.98167,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-10-20 00:00:00
rmil,الرميـــــــل,0.00137092,16,0.0,0.4378,0.0476528,0.117031,0.004274,0.013207,0.723468,0.847664,1.03321,0.963,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-10-20 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.004,21.902,0.0698668,0.0969024,0.08,0.2,2.41773,2.38292,4.08943,29.7057,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-10-20 00:00:00
rmel,الرمــــــل,0.00397088,18,0.0,0.963022,0.10326,0.330291,0.0,0.0,2.57069,0.328122,2.47729,2.30306,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-10-20 00:00:00
nebhana,نبهانــــــة,0.00313373,19,0.0,1.8984,0.0327763,0.0751773,0.0,0.0,1.78512,1.6997,4.17248,7.4718,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-10-20 00:00:00
sidisaad,سيدي سعـــد,0.0226519,20,0.003362,30.675,0.319715,1.00438,0.239889,0.768752,6.53909,17.7547,13.2628,58.5888,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-10-20 00:00:00
elhaouareb,هـــــــوارب,0.00357576,21,0.0,0.300336,0.0813482,0.249409,0.0,0.0,1.95427,5.27843,4.36086,2.90633,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-10-20 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,2.03214,0.00152921,0.0932946,0.0,0.0,2.991,0.144651,3.59268,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-10-20 00:00:00
sidiach,سيدي يعيــــش,0.00181125,23,0.0,1.337,0.408833,0.540239,0.182,0.202,0.338246,0.0,1.19213,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-10-20 00:00:00
elbrek,البــــــــرك,0.0,24,0.0,0.129,0.265494,0.565704,0.0,0.0,0.0879396,0.412288,0.933774,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-10-20 00:00:00
bezirk,بزيـــــــغ,0.000151178,25,0.0,0.6312,0.062556,0.0873608,0.028,0.221,0.586856,0.188423,0.581045,1.4428,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-10-20 00:00:00
chiba,شيبـــــــة,0.000663358,26,0.0,0.17656,0.00453133,0.00675194,0.0,0.0,0.681612,0.0408057,0.827757,0.35428,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-10-20 00:00:00
masri,مصــــــري,0.0,27,0.0,4.64073,0.044674,0.191527,0.0086,0.080809,0.49713,0.24005,0.578619,4.94862,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-10-20 00:00:00
lebna,لبنــــــــة,0.0,28,0.006,4.75936,0.0897914,0.256635,0.13835,0.43875,1.24196,0.570449,1.30583,12.3155,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-10-20 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.815588,0.0127281,0.0158035,0.0,0.0,0.365702,0.0160534,0.410943,0.734738,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-10-20 00:00:00
abid,العبيـــــــد,0.000563926,30,0.0,0.885837,0.0188916,0.0330744,0.0,0.07006,0.293536,0.187225,0.408368,4.1284,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-10-20 00:00:00
mellegue,مـــــلاق,0.00647204,1,0.005,7.62101,1.10963,2.60105,0.2,1.4,27.0013,20.1187,47.8467,18.0622,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-10-19 00:00:00
sarrat,سراط,0.00385538,36,0.011388,4.67056,0.101911,1.22451,0.086581,1.90675,1.846,,3.82142,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-10-19 00:00:00
benmetir,بنيمطيــر,0.0,2,0.02246,8.35544,0.0,0.0,0.42674,1.15905,0.711708,0.164751,0.648879,21.4268,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-10-19 00:00:00
kasseb,كســاب,0.0,3,0.0864,20.7159,0.0736754,0.269946,1.6416,4.2336,1.04343,0.399966,0.9491,33.2771,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-10-19 00:00:00
barbara,بربرة,0.00168749,4,0.19053,31.1074,0.643547,1.12155,3.61552,9.32495,1.20732,1.33955,1.20241,46.7306,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-10-19 00:00:00
sidisalem,سيدي ســــالم,0.105951,5,0.44066,92.1348,0.596202,1.10522,11.2011,34.5062,14.345,12.9495,21.0801,256.426,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-10-19 00:00:00
bouheurtma,بو هرتمـــــه,0.0652288,6,0.21237,17.254,0.661349,1.3932,3.81737,10.5146,1.48696,1.2246,2.11943,22.7789,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-10-19 00:00:00
joumine,جوميــــــن,0.0,7,0.099904,25.6881,0.126586,0.289517,1.92655,5.46503,1.0414,0.613168,1.29772,27.2041,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-10-19 00:00:00
ghezala,غزالـــــــة,0.00158461,8,0.0,3.97113,0.0262435,0.0454579,0.1045,0.6284,0.175368,0.166182,0.213207,4.79118,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-10-19 00:00:00
melah,المالح,0.00106611,33,0.0,2.8854,0.0937409,0.131129,0.0,0.0,1.49,0.0024611,1.16323,11.58,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-10-19 00:00:00
tine,الطين,0.00398443,34,0.0,3.5143,0.0687732,0.188759,0.0,0.0,1.37,,1.51968,9.0041,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-10-19 00:00:00
sejnane,سجنــــــان,0.0462847,9,0.738875,89.2597,2.22731,5.62748,14.0439,35.946,2.05561,9.11763,2.48629,88.548,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-10-19 00:00:00
zarga,الزرقة,0.0,10,0.0367,10.88,0.0962643,0.145457,0.5168,1.926,0.36,0.0786707,0.270645,14.099,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-10-19 00:00:00
kebir,الكبير,0.00149163,31,0.0,5.7644,0.0777541,0.115416,0.0,0.0,2.90368,0.281732,2.2892,5.886,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-10-19 00:00:00
moula,المولى,0.00228276,32,0.0,24.9575,0.0798851,0.159106,0.0,0.0,3.39911,0.333042,2.45401,25.015,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-10-19 00:00:00
selbarrak,سيدي البــــراق,0.0230199,11,0.622636,169.622,3.54019,4.59666,11.3902,29.8588,6.19394,5.57951,5.20297,182.125,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-10-19 00:00:00
ziatine,الزياتين,0.0127215,12,0.0566752,16.1516,0.241572,0.5366,1.08142,2.60618,1.9,0.741574,1.56452,20.7388,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-10-19 00:00:00
gamgoum,القمقوم,0.00204921,13,0.0,16.917,0.108986,0.208617,0.0,0.0088,0.01595,0.181697,0.15705,16.8477,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-10-19 00:00:00
harka,الحركة,0.0,35,0.0,26.5088,0.283387,0.506357,0.0,0.0,1.31,,1.5429,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-10-19 00:00:00
siliana,سليانـــــــة,0.00616403,14,0.0,1.72622,0.157765,0.494586,0.0,0.0,2.48352,4.63428,5.28557,7.82169,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-10-19 00:00:00
lakhmess,لخمـــــــاس,0.0,15,7.8e-05,1.21994,0.0388334,0.150034,0.019701,0.083185,1.32775,0.266995,1.77812,3.00145,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-10-19 00:00:00
rmil,الرميـــــــل,0.00127953,16,0.0,0.4378,0.0462819,0.115661,0.004274,0.013207,0.723468,0.845983,1.00987,0.9665,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-10-19 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.004,21.9515,0.0698668,0.0969024,0.076,0.196,2.41773,2.38292,4.01144,29.7642,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-10-19 00:00:00
rmel,الرمــــــل,0.00397088,18,0.0,0.963022,0.099289,0.32632,0.0,0.0,2.57069,0.318652,2.39436,2.30306,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-10-19 00:00:00
nebhana,نبهانــــــة,0.0,19,0.0,1.8984,0.0296425,0.0720436,0.0,0.0,1.78512,1.69468,4.1149,7.487,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-10-19 00:00:00
sidisaad,سيدي سعـــد,0.0237722,20,0.003152,30.675,0.297063,0.981725,0.236527,0.76539,6.53909,17.7547,13.0518,58.6884,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-10-19 00:00:00
elhaouareb,هـــــــوارب,0.00402273,21,0.0,0.300336,0.0777724,0.245833,0.0,0.0,1.95427,5.27843,4.29782,2.97878,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-10-19 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,2.03612,0.00152921,0.0932946,0.0,0.0,2.991,0.14371,3.49619,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-10-19 00:00:00
sidiach,سيدي يعيــــش,0.00181125,23,0.0,1.337,0.407021,0.538428,0.182,0.202,0.338246,0.0,1.18122,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-10-19 00:00:00
elbrek,البــــــــرك,0.0009366,24,0.0,0.158,0.265494,0.565704,0.0,0.0,0.0879396,0.411009,0.930936,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-10-19 00:00:00
bezirk,بزيـــــــغ,0.00340157,25,0.0,0.6312,0.0624049,0.0872096,0.028,0.221,0.586856,0.185932,0.562114,1.4572,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-10-19 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.17656,0.00386797,0.00608858,0.0,0.0,0.681612,0.0408057,0.80577,0.36634,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-10-19 00:00:00
masri,مصــــــري,0.00162852,27,0.0,4.59553,0.044674,0.191527,0.0086,0.080809,0.49713,0.237532,0.562583,4.93286,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-10-19 00:00:00
