Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
lebna,لبنــــــــة,0.0112915,28,0.006,6.68069,0.0890357,3.86014,0.079,1.00397,2.21669,2.91731,15.82,11.723,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2022-03-15 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.653581,0.00496547,0.12711,0.0,0.0,0.91804,1.7102,3.84424,1.92511,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2022-03-15 00:00:00
abid,العبيـــــــد,0.00120581,30,0.0,3.44595,0.0103888,2.89127,0.0,0.1213,0.951204,0.732154,4.50074,3.9609,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2022-03-15 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,14.4793,0.308415,13.5596,0.28,4.131,12.6216,28.8807,112.962,11.5145,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2022-03-14 00:00:00
sarrat,سراط,0.017084,36,0.053862,7.04846,0.185288,7.24611,0.504348,4.38218,1.903,,11.0614,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2022-03-14 00:00:00
benmetir,بنيمطيــر,0.0,2,0.045,22.0718,0.471517,22.573,0.79668,7.67945,7.20793,12.8602,33.0317,22.6449,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2022-03-14 00:00:00
kasseb,كســاب,0.0308321,3,0.08208,35.4468,0.458143,26.4492,1.15344,15.1443,7.47992,19.644,34.1074,38.3226,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2022-03-14 00:00:00
barbara,بربرة,0.0082187,4,0.0,61.2613,0.713697,55.5735,0.0,32.5436,11.9027,35.7552,66.4512,64.6688,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2022-03-14 00:00:00
sidisalem,سيدي ســــالم,0.45586,5,0.4406,225.962,5.81187,177.306,5.97772,76.4685,72.7512,114.064,279.488,286.745,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2022-03-14 00:00:00
bouheurtma,بو هرتمـــــه,0.0341743,6,0.15,66.1271,0.687962,58.8147,0.423,19.3064,14.2708,23.4409,61.4558,31.8112,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2022-03-14 00:00:00
joumine,جوميــــــن,0.0440134,7,0.29368,58.4397,0.98749,55.3908,2.47592,27.1051,12.5586,31.8107,59.9064,47.4123,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2022-03-14 00:00:00
ghezala,غزالـــــــة,0.011603,8,0.0106,10.0362,0.195996,6.4795,0.1491,0.8551,1.56608,2.227,7.39162,6.27476,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2022-03-14 00:00:00
melah,المالح,0.0,33,0.01378,19.108,0.186353,17.6891,0.29114,0.96185,5.89,6.21603,19.87,12.588,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2022-03-14 00:00:00
tine,الطين,0.0029097,34,0.0,6.5806,0.057154,5.16572,0.00204,1.37771,2.18,,14.1345,8.255,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2022-03-14 00:00:00
sejnane,سجنــــــان,0.133178,9,0.635053,113.719,3.21133,108.04,9.39458,135.788,16.7054,77.314,101.409,94.5549,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2022-03-14 00:00:00
zarga,الزرقة,0.0,10,0.0143,20.62,0.146502,11.471,0.1258,3.1133,3.41,5.74077,17.41,17.674,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2022-03-14 00:00:00
kebir,الكبير,0.122809,31,0.7822,6.1368,0.542845,15.8873,0.7822,15.2324,5.17428,13.1022,32.518,5.8936,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2022-03-14 00:00:00
moula,المولى,0.00268331,32,0.0,26.3226,0.083441,9.75519,0.0,7.661,3.48188,12.3255,27.7414,26.1646,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2022-03-14 00:00:00
selbarrak,سيدي البــــراق,0.390053,11,0.30386,279.572,3.93803,220.162,4.26143,128.17,46.3079,138.268,243.333,283.496,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2022-03-14 00:00:00
ziatine,الزياتين,0.0,12,0.033006,27.3268,0.100175,16.4416,0.515263,5.69625,2.95,9.19236,24.2323,26.302,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2022-03-14 00:00:00
gamgoum,القمقوم,0.0174855,13,0.0,17.5935,0.0714725,8.23936,0.0,6.9895,1.45458,5.6482,6.97586,17.8226,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2022-03-14 00:00:00
harka,الحركة,0.00645377,35,0.0,28.56,0.102808,14.5772,0.0,10.7145,2.53,,20.4726,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2022-03-14 00:00:00
siliana,سليانـــــــة,0.00418519,14,0.0,4.40687,0.142928,3.68298,0.0,0.0,5.336,9.98497,26.2491,9.4254,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2022-03-14 00:00:00
lakhmess,لخمـــــــاس,0.000715461,15,0.0,1.56759,0.052878,0.535674,0.0,0.169814,1.78231,1.28366,8.45072,2.76799,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2022-03-14 00:00:00
rmil,الرميـــــــل,0.00066,16,0.0,0.659,0.00793989,0.458028,0.004176,0.054977,1.58175,1.39917,8.32761,1.3398,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2022-03-14 00:00:00
birmcherga,بئر المشارقـــة,0.0124627,17,0.004,22.249,0.135597,2.79823,0.056,0.78,2.4676,8.53851,20.5695,32.9552,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2022-03-14 00:00:00
rmel,الرمــــــل,0.00329045,18,0.0,0.963022,0.0395667,0.63415,0.0,0.0,1.86195,5.47712,13.5164,4.797,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2022-03-14 00:00:00
nebhana,نبهانــــــة,0.00192226,19,0.0,2.0123,0.0219631,0.735421,0.0,0.0,3.55211,5.17637,16.4255,6.76924,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2022-03-14 00:00:00
sidisaad,سيدي سعـــد,0.00917463,20,0.0,29.4849,0.113428,3.21901,0.0,1.00079,2.95265,21.8574,33.3174,52.0389,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2022-03-14 00:00:00
elhaouareb,هـــــــوارب,0.00502788,21,0.00324,0.300336,0.0595983,0.769192,0.034568,0.150308,1.21275,7.48582,11.87,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2022-03-14 00:00:00
sficifa,سفيسيفة,0.000328455,22,0.0,1.61933,0.000579437,0.134711,0.0,0.0,11.037,0.207566,59.9885,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2022-03-14 00:00:00
sidiach,سيدي يعيــــش,0.00077625,23,0.0,1.337,0.00954788,0.727419,0.0,0.202,0.0200728,0.00152,1.44337,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2022-03-14 00:00:00
elbrek,البــــــــرك,0.00042735,24,0.0,0.06,0.00506715,0.635636,0.0,0.0,0.32954,0.491486,1.84128,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2022-03-14 00:00:00
bezirk,بزيـــــــغ,0.00103462,25,0.0,1.7974,0.0126743,1.447,0.0,0.221,0.501218,0.624406,4.03489,1.486,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2022-03-14 00:00:00
chiba,شيبـــــــة,0.000886151,26,0.0,1.00204,0.00638662,1.25066,0.0,0.053721,0.850857,0.265775,5.50109,0.94524,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2022-03-14 00:00:00
masri,مصــــــري,0.00121375,27,0.0,3.8613,0.00853413,0.638501,0.0,3.42151,0.542286,0.486729,3.58639,4.32123,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2022-03-14 00:00:00
lebna,لبنــــــــة,0.0,28,0.005,6.68069,0.0777442,3.84884,0.073,0.997967,2.21669,2.89757,15.7485,11.723,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2022-03-14 00:00:00
hma,الحمـــــى,0.000489313,29,0.0,0.656587,0.00496547,0.12711,0.0,0.0,0.91804,1.70958,3.81462,1.92511,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2022-03-14 00:00:00
abid,العبيـــــــد,0.0,30,0.0,3.44595,0.00918298,2.89006,0.0,0.1213,0.951204,0.732154,4.47005,3.96851,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2022-03-14 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,14.5068,0.308415,13.5596,0.26,4.111,12.6216,28.8501,112.555,11.5872,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2022-03-13 00:00:00
sarrat,سراط,0.0145942,36,0.05187,7.08829,0.168204,7.22903,0.450486,4.32831,1.903,,11.0,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2022-03-13 00:00:00
benmetir,بنيمطيــر,0.0207397,2,0.05184,22.1202,0.471517,22.573,0.75168,7.63445,7.20793,12.8418,32.7991,22.711,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2022-03-13 00:00:00
kasseb,كســاب,0.0306322,3,0.08208,35.5009,0.427311,26.4184,1.07136,15.0622,7.47992,19.6227,33.8662,38.351,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2022-03-13 00:00:00
barbara,بربرة,0.0449724,4,0.0,61.2613,0.705479,55.5653,0.0,32.5436,11.9027,35.7406,66.0673,64.712,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2022-03-13 00:00:00
sidisalem,سيدي ســــالم,0.183017,5,0.4406,225.962,5.35601,176.851,5.53712,76.0279,72.7512,113.446,277.142,286.745,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2022-03-13 00:00:00
bouheurtma,بو هرتمـــــه,0.082907,6,0.021,66.2464,0.653788,58.7806,0.273,19.1564,14.2708,23.3938,60.9954,32.0163,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2022-03-13 00:00:00
joumine,جوميــــــن,0.103541,7,0.10198,58.6971,0.943477,55.3468,2.18224,26.8114,12.5586,31.7442,59.5013,47.4873,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2022-03-13 00:00:00
ghezala,غزالـــــــة,0.01142,8,0.0104,10.0362,0.184393,6.4679,0.1385,0.8445,1.56608,2.21698,7.34111,6.27476,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2022-03-13 00:00:00
melah,المالح,0.0305003,33,0.08023,19.144,0.186353,17.6891,0.27736,0.94807,5.89,6.21603,19.68,12.6768,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2022-03-13 00:00:00
tine,الطين,0.00261873,34,0.0,6.5806,0.0542443,5.16281,0.00204,1.37771,2.18,,14.0642,8.255,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2022-03-13 00:00:00
sejnane,سجنــــــان,0.474899,9,0.685263,113.926,3.07815,107.907,8.75953,135.153,16.7054,77.06,100.87,94.5549,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2022-03-13 00:00:00
zarga,الزرقة,0.00218137,10,0.0,20.638,0.146502,11.471,0.1115,3.099,3.41,5.74076,17.3,17.687,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2022-03-13 00:00:00
kebir,الكبير,0.0157517,31,0.0,6.798,0.420036,15.7645,0.0,14.4502,5.17428,13.0939,32.3511,5.886,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2022-03-13 00:00:00
moula,المولى,0.00193198,32,0.0,26.3226,0.0807577,9.75251,0.0,7.661,3.48188,12.3221,27.6291,26.1646,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2022-03-13 00:00:00
selbarrak,سيدي البــــراق,0.346728,11,0.3059,279.572,3.54797,219.772,3.95757,127.866,46.3079,138.268,241.84,284.099,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2022-03-13 00:00:00
ziatine,الزياتين,0.0218427,12,0.071665,27.3756,0.100175,16.4416,0.482257,5.66324,2.95,9.17927,24.1371,26.302,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2022-03-13 00:00:00
gamgoum,القمقوم,0.00210918,13,0.0,17.5792,0.0539869,8.22188,0.0,6.9895,1.45458,5.64553,6.92893,17.8226,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2022-03-13 00:00:00
harka,الحركة,0.00419495,35,0.0,28.56,0.096354,14.5707,0.0,10.7145,2.53,,20.391,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2022-03-13 00:00:00
siliana,سليانـــــــة,0.00418519,14,0.0,4.40687,0.138743,3.67879,0.0,0.0,5.336,9.9746,26.077,9.4254,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2022-03-13 00:00:00
lakhmess,لخمـــــــاس,0.00539483,15,0.0,1.56759,0.0521625,0.534959,0.0,0.169814,1.78231,1.28366,8.39322,2.77426,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2022-03-13 00:00:00
rmil,الرميـــــــل,0.000792,16,0.0,0.659,0.00727989,0.457368,0.004176,0.054977,1.58175,1.39816,8.27658,1.3439,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2022-03-13 00:00:00
birmcherga,بئر المشارقـــة,0.013403,17,0.004,22.249,0.123134,2.78576,0.052,0.776,2.4676,8.53851,20.4899,33.016,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2022-03-13 00:00:00
rmel,الرمــــــل,0.00340216,18,0.0,0.963022,0.0362762,0.630859,0.0,0.0,1.86195,5.47712,13.4563,4.8488,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2022-03-13 00:00:00
nebhana,نبهانــــــة,0.00192226,19,0.0,2.0123,0.0200408,0.733498,0.0,0.0,3.55211,5.16798,16.311,6.78296,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2022-03-13 00:00:00
sidisaad,سيدي سعـــد,0.0085193,20,0.0,29.4849,0.104254,3.20984,0.0,1.00079,2.95265,21.8574,33.2222,52.1341,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2022-03-13 00:00:00
elhaouareb,هـــــــوارب,0.00178788,21,0.0,0.300336,0.0545704,0.764164,0.031328,0.147068,1.21275,7.48403,11.8308,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2022-03-13 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,1.61933,0.000250982,0.134382,0.0,0.0,11.037,0.207217,59.6324,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2022-03-13 00:00:00
sidiach,سيدي يعيــــش,0.00077625,23,0.0,1.337,0.00877163,0.726642,0.0,0.202,0.0200728,0.00152,1.44273,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2022-03-13 00:00:00
elbrek,البــــــــرك,0.00042735,24,0.0,0.06,0.0046398,0.635209,0.0,0.0,0.32954,0.490974,1.83065,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2022-03-13 00:00:00
bezirk,بزيـــــــغ,0.000391242,25,0.0,1.7974,0.0116397,1.44597,0.0,0.221,0.501218,0.6235,4.01873,1.486,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2022-03-13 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,1.00204,0.00550047,1.24978,0.0,0.053721,0.850857,0.264431,5.47365,0.9282,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2022-03-13 00:00:00
masri,مصــــــري,0.00110829,27,0.0,3.81988,0.00732037,0.637288,0.0,3.42151,0.542286,0.485866,3.56889,4.27794,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2022-03-13 00:00:00
lebna,لبنــــــــة,0.00303568,28,0.0,6.70693,0.0777442,3.84884,0.068,0.992967,2.21669,2.89757,15.677,11.7724,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2022-03-13 00:00:00
hma,الحمـــــى,0.000556729,29,0.0,0.656587,0.00447615,0.126621,0.0,0.0,0.91804,1.70857,3.78501,1.92511,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2022-03-13 00:00:00
abid,العبيـــــــد,0.00120761,30,0.0,3.45252,0.00918298,2.89006,0.0,0.1213,0.951204,0.732154,4.43937,3.98374,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2022-03-13 00:00:00
mellegue,مـــــلاق,0.0242766,1,0.02,14.5343,0.308415,13.5596,0.24,4.091,12.6216,28.7717,112.148,11.6115,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2022-03-12 00:00:00
sarrat,سراط,0.02445,36,0.048953,7.12811,0.15361,7.21443,0.398616,4.27644,1.903,,10.9386,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2022-03-12 00:00:00
benmetir,بنيمطيــر,0.0853808,2,0.05184,22.1526,0.450778,22.5523,0.69984,7.58261,7.20793,12.8364,32.5666,22.7771,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2022-03-12 00:00:00
kasseb,كســاب,0.0570667,3,0.08208,35.555,0.396678,26.3877,0.98928,14.9801,7.47992,19.6016,33.6249,38.3794,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2022-03-12 00:00:00
barbara,بربرة,0.201941,4,0.0,61.2218,0.660506,55.5203,0.0,32.5436,11.9027,35.6744,65.6833,64.712,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2022-03-12 00:00:00
sidisalem,سيدي ســــالم,0.447809,5,0.4406,226.231,5.17299,176.668,5.09652,75.5873,72.7512,113.436,274.795,287.35,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2022-03-12 00:00:00
bouheurtma,بو هرتمـــــه,0.0232189,6,0.021,66.1868,0.570881,58.6976,0.252,19.1354,14.2708,23.3866,60.5351,32.2213,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2022-03-12 00:00:00
joumine,جوميــــــن,0.105722,7,0.09948,58.6971,0.839937,55.2433,2.08026,26.7094,12.5586,31.6685,59.0961,47.5624,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2022-03-12 00:00:00
ghezala,غزالـــــــة,0.0260024,8,0.0143,10.0362,0.172973,6.45648,0.1281,0.8341,1.56608,2.20622,7.29059,6.27476,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2022-03-12 00:00:00
melah,المالح,0.0987552,33,0.08047,19.198,0.155852,17.6586,0.19713,0.86784,5.89,6.21603,19.49,12.7804,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2022-03-12 00:00:00
tine,الطين,0.0200549,34,0.0,6.5806,0.0516255,5.16019,0.00204,1.37771,2.18,,13.9939,8.255,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2022-03-12 00:00:00
sejnane,سجنــــــان,0.30257,9,0.685633,113.788,2.60325,107.432,8.07426,134.468,16.7054,76.9997,100.331,94.7401,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2022-03-12 00:00:00
zarga,الزرقة,0.0209085,10,0.0,20.638,0.144321,11.4688,0.1115,3.099,3.41,5.74076,17.19,17.7,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2022-03-12 00:00:00
kebir,الكبير,0.0613509,31,0.0,6.7828,0.404284,15.7488,0.0,14.4502,5.17428,13.0846,32.1841,5.8784,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2022-03-12 00:00:00
moula,المولى,0.016624,32,0.0,26.3226,0.0788257,9.75058,0.0,7.661,3.48188,12.3195,27.5168,26.1646,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2022-03-12 00:00:00
selbarrak,سيدي البــــراق,0.341302,11,0.30501,279.572,3.20125,219.425,3.65167,127.56,46.3079,138.212,240.346,284.401,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2022-03-12 00:00:00
ziatine,الزياتين,0.00337502,12,0.030834,27.4295,0.0783327,16.4197,0.410592,5.59158,2.95,9.16584,24.0419,26.302,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2022-03-12 00:00:00
gamgoum,القمقوم,0.00369106,13,0.0,17.5792,0.0518777,8.21977,0.0,6.9895,1.45458,5.64553,6.88201,17.8369,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2022-03-12 00:00:00
harka,الحركة,0.0450603,35,0.0,28.56,0.0921591,14.5666,0.0,10.7145,2.53,,20.3094,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2022-03-12 00:00:00
siliana,سليانـــــــة,0.00380472,14,0.0,4.40687,0.134558,3.67461,0.0,0.0,5.336,9.96321,25.9048,9.4254,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2022-03-12 00:00:00
lakhmess,لخمـــــــاس,0.000642767,15,0.0,1.56305,0.0467677,0.529564,0.0,0.169814,1.78231,1.28054,8.33573,2.77426,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2022-03-12 00:00:00
rmil,الرميـــــــل,0.000495,16,0.0,0.659,0.00648789,0.456576,0.004176,0.054977,1.58175,1.39673,8.22556,1.3439,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2022-03-12 00:00:00
birmcherga,بئر المشارقـــة,0.0107702,17,0.004,22.249,0.109731,2.77236,0.048,0.772,2.4676,8.52543,20.4103,33.016,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2022-03-12 00:00:00
rmel,الرمــــــل,0.00335139,18,0.0,0.963022,0.032874,0.627457,0.0,0.0,1.86195,5.46535,13.3962,4.8488,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2022-03-12 00:00:00
nebhana,نبهانــــــة,0.00161103,19,0.0,2.0123,0.0181186,0.731576,0.0,0.0,3.55211,5.14634,16.1964,6.78296,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2022-03-12 00:00:00
sidisaad,سيدي سعـــد,0.00786397,20,0.0,29.4849,0.0957343,3.20132,0.0,1.00079,2.95265,21.8574,33.1269,52.2293,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2022-03-12 00:00:00
elhaouareb,هـــــــوارب,0.00458491,21,0.003244,0.300336,0.0527826,0.762376,0.031328,0.147068,1.21275,7.47459,11.7917,0.300336,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2022-03-12 00:00:00
sficifa,سفيسيفة,0.0,22,0.0,1.62278,0.000250982,0.134382,0.0,0.0,11.037,0.206868,59.2764,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2022-03-12 00:00:00
sidiach,سيدي يعيــــش,0.00036225,23,0.0,1.337,0.00799538,0.725866,0.0,0.202,0.0200728,0.00152,1.44208,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2022-03-12 00:00:00
elbrek,البــــــــرك,0.00030525,24,0.0,0.06,0.00421245,0.624778,0.0,0.0,0.32954,0.490463,1.82002,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2022-03-12 00:00:00
bezirk,بزيـــــــغ,0.0060956,25,0.0,1.7974,0.0112485,1.44558,0.0,0.221,0.501218,0.622818,4.00256,1.486,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2022-03-12 00:00:00
chiba,شيبـــــــة,0.000937143,26,0.0,1.00772,0.00550047,1.24978,0.0,0.053721,0.850857,0.263238,5.4462,0.91116,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2022-03-12 00:00:00
masri,مصــــــري,0.00145731,27,0.0,3.77846,0.00621208,0.636179,0.0,3.42151,0.542286,0.48492,3.5514,4.22022,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2022-03-12 00:00:00
lebna,لبنــــــــة,0.0067946,28,0.003,6.70693,0.0747085,3.84581,0.068,0.992967,2.21669,2.88301,15.6055,11.7724,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2022-03-12 00:00:00
hma,الحمـــــى,0.000339257,29,0.0,0.656587,0.00391942,0.126064,0.0,0.0,0.91804,1.70764,3.75539,1.92511,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2022-03-12 00:00:00
abid,العبيـــــــد,0.000362282,30,0.0,3.45252,0.00797537,2.88885,0.0,0.1213,0.951204,0.732154,4.40868,3.99135,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2022-03-12 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,14.5343,0.284138,13.5354,0.22,4.071,12.6216,28.6691,111.74,11.6115,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2022-03-11 00:00:00
sarrat,سراط,0.0254763,36,0.049974,7.15466,0.12916,7.18998,0.349663,4.22749,1.903,,10.8773,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2022-03-11 00:00:00
benmetir,بنيمطيــر,0.0,2,0.05184,22.1202,0.365397,22.4669,0.648,7.53077,7.20793,12.831,32.3341,22.8432,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2022-03-11 00:00:00
kasseb,كســاب,0.0308387,3,0.08208,35.582,0.339612,26.3307,0.9072,14.898,7.47992,19.5774,33.3836,38.4077,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2022-03-11 00:00:00
barbara,بربرة,0.0464731,4,0.0,61.0243,0.458566,55.3184,0.0,32.5436,11.9027,35.6564,65.2993,64.712,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2022-03-11 00:00:00
sidisalem,سيدي ســــالم,0.185051,5,0.4406,226.231,4.72518,176.22,4.65592,75.1467,72.7512,113.125,272.448,287.652,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2022-03-11 00:00:00
bouheurtma,بو هرتمـــــه,0.0241064,6,0.021,66.1868,0.547662,58.6744,0.231,19.1144,14.2708,23.2981,60.0747,32.3443,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2022-03-11 00:00:00
joumine,جوميــــــن,0.0229068,7,0.10248,58.6971,0.734214,55.1376,1.98078,26.61,12.5586,31.6352,58.691,47.6749,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2022-03-11 00:00:00
ghezala,غزالـــــــة,0.00795923,8,0.0066,10.0254,0.14697,6.43047,0.1138,0.8198,1.56608,2.20398,7.24007,6.28332,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2022-03-11 00:00:00
melah,المالح,0.00142325,33,0.08786,19.18,0.0570971,17.5598,0.11666,0.78737,5.89,6.21603,19.3,12.8544,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2022-03-11 00:00:00
tine,الطين,0.0,34,0.0,6.562,0.0315707,5.14014,0.00204,1.37771,2.18,,13.9235,8.2777,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2022-03-11 00:00:00
